Artist_Album,Label,Country,Format,Notes,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Leo Parker – Let Me Tell You 'Bout It,Blue Note – BLP 4087,US,"Vinyl, LP, Album, Mono","Recorded on September 9, 1961.
A1 to B1, B3 published by Groove Music, BMI",Jazz,1961,"Hard Bop, Soul-Jazz","Rated 4.56 of 9 votes (104 have, 157 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$399.99
Cannonball Adderley – Somethin' Else,Blue Note – BLP 1595,US,"Vinyl, LP, Album, Repress, Mono","Mono label variation, release circa 1959-1962.

Labels:
- Blue Note Records Inc • 47 West 63rd • NYC
- Includes ® under Blue Note

Runouts:
- Etched '9M', side B only
- Plastylite 'P', both sides
- Stamped RVG, both sides

Rear cover:
- Blue Note Records Inc., 43 West 61st St. New York 23

Front cover, jacket spine and labels credit Cannonball Adderley, rear cover credits Julian ""Cannonball"" Adderley at top and ""Cannonball"" Adderley in credits, labels credit Julian ""Cannonball"" Adderley.

Includes printed paper 'Blue Note The Finest In Jazz Since 1939' promotional inner sleeve.

Miles Davis performs by courtesy of Columbia Records,
Hank Jones performs by courtesy of Capitol Records

Recorded on March 9, 1958",Jazz,1959,"Bop, Hard Bop","Rated 4.92 of 12 votes (99 have, 389 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$399.99
Grant Green – Talkin' About,Blue Note – BST 84183,US,"Vinyl, LP, Album, Stereo","Recorded on September 11, 1964.",Jazz,1965,"Soul-Jazz, Hard Bop","Rated 4.56 of 9 votes (87 have, 227 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$379.99
Grant Green – Grantstand,Blue Note – BLP 4086,US,"Vinyl, LP, Album, Mono","Recorded on August 1, 1961, Van Gelder Studio, Englewood Cliffs, New Jersey

Blue Note Records Inc., 43 W 61st St., New York 23 (Adress on Back Cover)",Jazz,Feb 1962,"Soul-Jazz, Hard Bop","Rated 4.34 of 29 votes (179 have, 359 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$324.41
Miles Davis – Miles Davis And The Modern Jazz Giants,Prestige – PRESTIGE 3,US,"Vinyl, LP, 16 ⅔ RPM, Compilation","A1, B5: first released as Prestige PRLP 200 'Miles Davis All Stars, Vol. 2' (1955); A3, A4, B3, B4: first released as Prestige PRLP 187 'Miles Davis Quintet Featuring Sonny Rollins' (1954); A5, B6: first released as Prestige PRLP 196 'Miles Davis All Stars, Vol. 1' (1955); B1, B2: first released here and as part of Prestige PRLP 7109 'Bags Groove' (1957); A2: first released here.

Recorded at Rudy Van Gelder Studio, Hackensack, NJ, June 29, 1954 (A3, A4, B2 to B4) and December 24, 1954 (A1, A2, A5, B1, B5, B6) [jazzdisco.org].

First catalogue number on label, second and third on cover.",Jazz,1957,"Cool Jazz, Hard Bop","Rated 4.50 of 6 votes (24 have, 124 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$331.96
The Johnny Griffin Quartet – Johnny Griffin,Argo (6) – LP-624,US,"Vinyl, LP, Album, Mono, Kanagaroo-Split-Pak
Vinyl, 7"", EP, Compilation","Recorded in 1956, Chicago.

'Herein are recorded for posterity the first jazz recordings every made by Johnny Griffin . . .' - from the liner notes
Original US issue comes with a split-pack cover, opening in the middle:
'The Kangaroo-Split-Pak offers you the buyer and listener a new method of selecting your new Audio Odyssey’s by Argo, by giving you in this package a free sampler of other Argo LP’s'
Three Split Paks were produced , this one , Yusef Lateef and J.C.Heard
The recordings were originally done for the Parrot label in Chicago 1955 and were advertised on the back of them only Parrot LP with Ahmad Jamal as other releases but were never issued. The label was sold off with some recordings going to Chess/Argo",Jazz,1958,Hard Bop,"Rated 3.25 of 4 votes (27 have, 90 want)",Very Good (VG),Sleeve: Very Good (VG),99.3%,nan,nan,$319.99
John Coltrane And Johnny Hartman – John Coltrane And Johnny Hartman,Impulse! – A-40,US,"Vinyl, LP, Album, Mono, Gatefold","Recorded March 7, 1963.
Issued with gatefold jacket.",Jazz,1963,"Ballad, Vocal, Hard Bop","Rated 4.38 of 60 votes (497 have, 654 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),72.7%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$348.31
Harold Land – West Coast Blues!,JAZZLAND – JLP 920s,US,"Vinyl, LP, Album, Stereo, Deep Groove","Recorded in San Francisco; May 17 and 18, 1960.",Jazz,1960,Hard Bop,"Rated 5.00 of 3 votes (16 have, 36 want)",Very Good Plus (VG+),Sleeve: Good (G),97.6%,nan,nan,$370.00
The Horace Silver Quintet – The Stylings Of Silver,Blue Note – BLP 1562,US,"Vinyl, LP, Album, Mono","Recorded on May 8, 1957.

Art Farmer performs by courtesy of ABC-Paramount.

This version, as in the uploaded images, is the 1st original MONO issue:
- blue and white Blue Note Records - 47 West 63rd - New York 23 address on deep grooved labels, with no ""Inc"" no ®
- RVG stamped, P for Plastylite plant and 9M etched in the dead wax, both sides,
- 47 West 63rd St., New York 23 address on back-cover, with no ""Inc.""
- front laminated cover
- blank spine",Jazz,Jul 1957,Hard Bop,"Rated 4.63 of 24 votes (178 have, 184 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$336.05
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, ®","Initially released in November of 1957. This repress was likely released between 1959 and 1962.

This pressing has ® on the label, and Inc in the back cover.

-Cover-
John Coltrane performs by courtesy of Prestige Records, Kenny Drew performs by courtesy of Riverside Records.
High Fidelity
For Complete Catalog Write to BLUE NOTE RECORDS INC., 43 West 61st St., New York 23

-Inner sleeve-
BLUE NOTE THE FINEST IN JAZZ SINCE 1939
BLUE NOTE RECORDS INC. 43 WEST 61st ST. NEW YORK 23, N. Y.

-Labels-
BLUE NOTE® 33⅓ MICROGROOVE LONG PLAYING
BLUE NOTE RECORDS INC • 47 WEST 63rd • NYC

Recorded on September 15, 1957.

The symbol of an ear is inscribed into the run out grooves of both sides.
The track duration does not appear on the release.
Both sides of the label has Deep Groove.",Jazz,1959,Hard Bop,"Rated 4.75 of 69 votes (312 have, 989 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$399.99
Grant Green – Feelin' The Spirit,Blue Note – BLP 4132,US,"Vinyl, LP, Album, Mono, NY","Recorded on December 21, 1962. Printed In U.S.A. [Jacket]. This version has a pressing ring instead of a deep groove. After 1961, deep grooves no longer necessarily represented 1st pressings as a variety of pressing equipment was being used. So, some have DG and some have a non-DG pressing ring of about the same diameter.",Jazz,1963,"Hard Bop, Soul-Jazz","No Rating Yet (0 have, 17 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$330.00
Lee Morgan – The Cooker,Blue Note – BLP 1578,US,"Vinyl, LP, Album, Mono","Recorded on September 29, 1957.

This 1st pressing mono issue:

- Deep groove labels with 47 West 63rd • NYC address
- Labels have no INC., and no ® under the E of 'Blue Note'
- Laminated front cover
- No INC. on the back
- In the dead wax: ""Ear"" or ""P"" symbol for Plastylite hand-etched, and RVG stamped",Jazz,1958,Hard Bop,"Rated 4.54 of 24 votes (137 have, 652 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$399.99
The Jazz Messengers* – At The Cafe Bohemia Volume 1,Blue Note – BLP 1507,US,"Vinyl, LP, Album, Mono","Recorded live on November 23, 1955.

The 1st original mono issue has:
- deep grooved blue/white Blue Note Records labels with 767 Lexington Ave N.Y.C. addess,
- flat edge vinyl with RVG and ""P"" (otherwise wrongly called ""ear"") for Plastylite plant, both etched in the trail off,
- non laminated framed front cover,
- Blue Note Records, 767 Lexington Ave., New York 21 address on back cover,
- blank spine on cover.",Jazz,Jan 1956,Hard Bop,"Rated 4.52 of 46 votes (303 have, 435 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,Café Bohemia,Plastylite,$325.00
Sonny Rollins – Volume 2,Blue Note – BLP 1558,US,"Vinyl, LP, Album, Mono, 47 West","Jay Jay Johnson performs by courtesy of Columbia Recordss. Thelonious Monk performs by courtesy of Riverside Records.
Recorded on April 14, 1957.

This release is for 2nd pressing, with 47W 63rd NYC label:

For collectors, it's key to know that 2nd pressings of this release must have:

01. 47 west 63rd NYC on label
02. No ® under the E of Note on label
03. RVG initials stamped in dead wax of side 1 + 9M and RVG hand etched in dead wax of side 2
04. 'P' a.k.a. Plastylite ""ear"" in dead wax of both sides
05. Deep Groove on both sides
06. Beaded rim, not flat
07. New York 23 address on back cover, no ""inc""
08. Blank spine
09. Laminated cover (source: ""Blue Note Records, A Guide to Identifying Original Pressings"" - written by Frederic Cohen).

The images added to this submission demonstrate this 2nd pressing.

----

First pressing (with NY 23 label) can be found here: 1st Pressing",Jazz,Sep 1957,Hard Bop,"Rated 4.71 of 35 votes (244 have, 369 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$399.98
Jackie McLean – A Long Drink Of The Blues,"Prestige – 8253, New Jazz – 8253, New Jazz – NJLP 8253",US,"Vinyl, LP, Album, Mono","Side A recorded in Hackensack, NJ; August 30, 1957.
Side B recorded in Hackensack, NJ; February 15, 1957.",Jazz,1961,Hard Bop,"Rated 4.40 of 15 votes (67 have, 174 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.2%,"Van Gelder Studio, Hackensack, New Jersey",nan,$349.99
"Art Blakey Quintet – A Night At Birdland, Volume 1",Blue Note – BLP 5037,US,"Vinyl, LP, 10"", Album","Recorded live on February 21, 1954.",Jazz,1954,Hard Bop,"Rated 4.50 of 12 votes (67 have, 141 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.2%,Birdland,nan,$300.99
Chet Baker – Chet,Riverside Records – RLP 12-299,US,"Vinyl, LP, Album, Mono","Mono 1st press with deep groove blue labels with silver text, no ""Inc"" at bottom next to ""Bill Grauer Productions""

Recorded in New York City on December 30, 1958 and January 19, 1959.
Engineer @ Reeves Sound Studios.",Jazz,1959,"Hard Bop, Cool Jazz","Rated 4.46 of 24 votes (145 have, 652 want)",Very Good (VG),Sleeve: Good Plus (G+),99.9%,Reeves Sound Studios,nan,$399.99
Horace Silver – Horace Silver Trio,Blue Note – BLP 1520,US,"Vinyl, LP, Compilation, Remastered, Mono","""Horace Silver and spotlight on drums: Art Blakey - Sabu""

Recorded on October 9, (A1, A5) and 20 (A2, A3, A6), 1952. All others on November 23, 1953.

1st original mono issue with:
- deep grooved blue/white Blue Note Records labels with 767 Lexington Ave N.Y.C. address,
- flat edge vinyl with RVG etched and ""P"" (otherwise wrongly called ""ear"") for Plastylite etched in the trail off, both sides,
- frame non-laminated cover with 767 Lexington Ave., New York 21 address on back,
- blank spine on cover",Jazz,Oct 1956,Hard Bop,"Rated 4.57 of 21 votes (103 have, 210 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.2%,WOR Studios,Plastylite,$311.99
Art Blakey And The Jazz Messengers* – Art Blakey And The Jazz Messengers,"Blue Note – 4003, Blue Note – BLP 4003",US,"Vinyl, LP, Album, Mono","Recorded on October 30, 1958.
Blue Note Records Inc. 47 West 63rd NYC

This 1st original mono issue:
- Deep groove labels with 47 West 63rd St. address
- No INC. and no ® under the E of 'Blue Note'
- Laminated front cover
- No INC. on the back
- 'Blue Note Records Inc.' is set in a serif font
- In the dead wax: the ""ear"" or ""P"" symbol for Plastylite must be hand-etched, and RVG is stamped

-----

Note for 2nd pressing:
- Labels are exactly the same as 1st pressing
- Back cover does have INC. and 'Blue Note Records Inc.' is set in a bold, sans serif font",Jazz,Nov 1958,Hard Bop,"Rated 4.60 of 156 votes (878 have, 1921 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$350.00
The Miles Davis Quintet – Workin' With The Miles Davis Quintet,Prestige – PRST 7166,US,"Vinyl, LP, Album, Mono, Deep groove","Yellow & black fireworks labels with ""203 South Washington Ave. Bergenfield, N.J."" address printed at top and ""Long playing microgroove"" at bottom. ""RVG"" stamped into deadwax.",Jazz,1967,"Hard Bop, Bop","No Rating Yet (3 have, 54 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.8%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$349.00
Donald Byrd – Off To The Races,Blue Note – BLP 4007,US,"Vinyl, LP, Album, Mono","Wynton Kelly performs by courtesy of Riverside Records.

Recorded December 21, 1958.",Jazz,1959,Hard Bop,"Rated 4.74 of 23 votes (155 have, 465 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$319.99
Lee Morgan – Leeway,Blue Note – BLP 4034,US,"Vinyl, LP, Album, Mono","""BLUE NOTE RECORDS INC - NEW YORK USA"" labels with RVG stamped in deadwax.

The following address at the bottom of the back cover: BLUE NOTE RECORDS INC., 43 West 61st St., New York 23

Lee Morgan and Paul Chambers perform by courtesy of Vee-Jay Records, Bobby Timmons performs by courtesy of Riverside Records.

Recorded on April 28, 1960.",Jazz,1962,Hard Bop,"Rated 5.00 of 4 votes (19 have, 138 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$400.00
Donald Byrd – Off To The Races,Blue Note – BLP 4007,US,"Vinyl, LP, Album, Mono","Wynton Kelly performs by courtesy of Riverside Records.

Recorded December 21, 1958.",Jazz,1959,Hard Bop,"Rated 4.74 of 23 votes (155 have, 465 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$400.00
Sonny Rollins – Moving Out,Prestige – LP 7058,US,"Vinyl, LP, Album, Mono","#A1-B1: Recorded August 18, 1954
#B2: Recorded October 25, 1954

(AB) in runouts stands for Abbey Pressing in New Jersey.",Jazz,1956,"Bop, Hard Bop","Rated 4.29 of 21 votes (131 have, 274 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.3%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$349.99
Roy Haynes With Phineas Newborn* | Paul Chambers (3) – We Three,New Jazz – NJLP 8210,US,"Vinyl, LP, Album, Mono","First press purple and silver New Jazz label with deep groove.

First press has price printed onto the back of jacket",Jazz,May 1959,"Bop, Hard Bop","Rated 4.11 of 9 votes (86 have, 315 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,"Van Gelder Studio, Hackensack, New Jersey",nan,$333.00
Eric Dolphy – Out There,"New Jazz – 8252, New Jazz – NJLP 8252",US,"Vinyl, LP, Album, Mono",Non deep groove pressing.,Jazz,1961,"Hard Bop, Free Jazz, Modal","Rated 5.00 of 1 votes (14 have, 104 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.8%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$376.00
Herbie Hancock – Maiden Voyage,"Blue Note – BST 84195, Blue Note – ST-84195",US,"Vinyl, LP, Album, Stereo","Blue Note Records, Inc. - New York USA labels

Original press with P (ear) for Plastylite etched and VAN GELDER stamped in both sides runout.

Blue Note Records Inc., 43 West 61st St., New York 23 address on back cover.",Jazz,1965,"Hard Bop, Modal","Rated 4.73 of 74 votes (630 have, 1085 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.7%,nan,Plastylite,$339.65
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, ®","Initially released in November of 1957. This repress was likely released between 1959 and 1962.

This pressing has ® on the label, and Inc in the back cover.

-Cover-
John Coltrane performs by courtesy of Prestige Records, Kenny Drew performs by courtesy of Riverside Records.
High Fidelity
For Complete Catalog Write to BLUE NOTE RECORDS INC., 43 West 61st St., New York 23

-Inner sleeve-
BLUE NOTE THE FINEST IN JAZZ SINCE 1939
BLUE NOTE RECORDS INC. 43 WEST 61st ST. NEW YORK 23, N. Y.

-Labels-
BLUE NOTE® 33⅓ MICROGROOVE LONG PLAYING
BLUE NOTE RECORDS INC • 47 WEST 63rd • NYC

Recorded on September 15, 1957.

The symbol of an ear is inscribed into the run out grooves of both sides.
The track duration does not appear on the release.
Both sides of the label has Deep Groove.",Jazz,1959,Hard Bop,"Rated 4.75 of 69 votes (312 have, 989 want)",Good (G),Sleeve: Very Good Plus (VG+),98.9%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$349.99
Jackie McLean – McLean's Scene,"New Jazz – 8212, New Jazz – NJLP 8212",US,"Vinyl, LP, Album, Mono","Tracks A1, A3, B1 recorded December 14, 1956; Tracks A2, B2, B3 February 15, 1957.
Recorded at Van Gelder Studios, Hackensack, NJ.

Catalogue # 8212 on cover,
NJLP 8212 on back.
NJLP 8212 A matrix label A Side,
NJLP 8212 B matrix label B Side.",Jazz,1958,Hard Bop,"Rated 4.67 of 15 votes (103 have, 200 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$350.00
Donald Byrd – Off To The Races,Blue Note – BST 84007,US,"Vinyl, LP, Album, Reissue, Stereo","White and blue labels.

Blue Note Records - A division of Liberty Records, Inc.",Jazz,1966,Hard Bop,"Rated 4.56 of 9 votes (62 have, 134 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),97.1%,nan,nan,$399.00
John Coltrane – The Believer,Prestige – PR 7292,US,"Vinyl, LP, Album, Mono","Recorded in January and December 1958

yellow fireworks label",Jazz,20 Apr 1964,Hard Bop,"Rated 4.43 of 7 votes (72 have, 174 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,nan,nan,$333.00
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, ®","Initially released in November of 1957. This repress was likely released between 1959 and 1962.

This pressing has ® on the label, and Inc in the back cover.

-Cover-
John Coltrane performs by courtesy of Prestige Records, Kenny Drew performs by courtesy of Riverside Records.
High Fidelity
For Complete Catalog Write to BLUE NOTE RECORDS INC., 43 West 61st St., New York 23

-Inner sleeve-
BLUE NOTE THE FINEST IN JAZZ SINCE 1939
BLUE NOTE RECORDS INC. 43 WEST 61st ST. NEW YORK 23, N. Y.

-Labels-
BLUE NOTE® 33⅓ MICROGROOVE LONG PLAYING
BLUE NOTE RECORDS INC • 47 WEST 63rd • NYC

Recorded on September 15, 1957.

The symbol of an ear is inscribed into the run out grooves of both sides.
The track duration does not appear on the release.
Both sides of the label has Deep Groove.",Jazz,1959,Hard Bop,"Rated 4.75 of 69 votes (312 have, 989 want)",Good Plus (G+),Sleeve: Fair (F),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$348.78
