Label,Country,Genre,Release_Date,Style,fpress,spress,tpress,original,rare,dgroove,sealed,promo,xnotes,price,artist,album,reclabel,recyear,rating,votes,haves,wants,sleeve_cond_abbr,media_cond_abbr,seller_rating,media_cond_num,sleeve_cond_num
Blue Note – BLP 4252,US,Jazz,1967,"Hard Bop, Soul-Jazz, Post Bop",1,0,0,1,0,0,0,0,1,99.99,Duke Pearson , Sweet Honey Bee,Blue Note ,67,4.55,29.0,206.0,237.0,VG,VG+,1.0,6,5
"Blue Note – 1551, Blue Note – BLP 1551",US,Jazz,1958,"Bop, Hard Bop",0,0,1,1,0,0,0,0,1,95.0,Jimmy Smith , Jimmy Smith At The Organ (Volume 1),Blue Note ,58,4.11,9.0,175.0,101.0,NM or M-,VG+,0.9940000000000001,6,7
Blue Note – BST 84104,US,Jazz,Jun 1963,Hard Bop,1,0,0,1,0,1,0,0,1,99.95,Art Blakey & The Jazz Messengers , Buhaina's Delight,Blue Note ,63,4.47,15.0,166.0,213.0,VG+,VG+,0.997,6,6
Blue Note – BLP 1593,US,Jazz,1958,"Bop, Hard Bop",0,0,1,0,0,1,0,0,1,96.29,Lou Donaldson , Blues Walk,Blue Note ,58,4.82,33.0,221.0,484.0,VG,G,0.9990000000000001,3,5
Blue Note – BLP 1504,US,Jazz,1966,"Bop, Hard Bop",1,0,0,0,0,0,0,0,1,99.99,Bud Powell ," The Amazing Bud Powell, Volume 2",Blue Note ,66,4.29,14.0,73.0,64.0,VG,VG+,1.0,6,5
Riverside Records – RLP 338,US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Johnny Griffin , Studio Jazz Party,Riverside Records ,61,4.4,5.0,49.0,63.0,VG,G+,0.987,4,5
Columbia – CL 1656,US,Jazz,1965,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,99.99,Miles Davis Sextet* , Someday My Prince Will Come,Columbia ,65,5.0,1.0,14.0,83.0,VG+,M,1.0,8,6
"Sparton Impulse! Records – A-10, Impulse! – A-10-S, Impulse! – A-10",Canada,Jazz,1962,"Modal, Hard Bop, Avant-garde Jazz",0,0,0,0,0,0,0,0,0,99.95,Coltrane* ," ""Live"" At The Village Vanguard",Sparton Impulse! Records ,62,5.0,2.0,12.0,114.0,VG+,NM or M-,0.995,7,6
Prestige – prEP 1361,US,Jazz,1954,Hard Bop,0,0,0,1,0,0,0,0,1,99.99,Miles Davis All Stars , Out Of The Blue,Prestige ,54,0.0,0.0,5.0,24.0,VG+,VG+,0.996,6,6
Blue Note – BST 84004,US,Jazz,1959,"Hard Bop, Afro-Cuban Jazz",1,1,0,0,0,0,0,0,1,99.99,Art Blakey , Holiday For Skins Vol. 1,Blue Note ,59,4.5,2.0,3.0,22.0,NM or M-,NM or M-,1.0,7,7
Blue Note – BST 84076,US,Jazz,1966,Hard Bop,0,0,0,1,0,0,0,0,1,89.99,The Horace Silver Quintet , Doin' The Thing - At The Village Gate,Blue Note ,66,0.0,0.0,21.0,23.0,VG+,VG+,0.995,6,6
"World Pacific Records – WP-1246, World Pacific Records – WP-1246 (772/773)",US,Jazz,1959,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,Gil Evans Orchestra* Featuring Cannonball Adderley , New Bottle Old Wine,World Pacific Records ,59,4.83,6.0,83.0,95.0,NM or M-,NM or M-,1.0,7,7
Blue Note – BLP 1526,US,Jazz,1962,"Bop, Hard Bop",0,0,0,0,0,1,0,0,1,90.0,Clifford Brown , Memorial Album,Blue Note ,62,4.69,13.0,102.0,87.0,G,VG+,0.9990000000000001,6,3
Blue Note – BLP 1508,US,Jazz,May 1956,Hard Bop,1,0,0,1,0,1,0,0,1,90.0,The Jazz Messengers* , At The Cafe Bohemia Volume 2,Blue Note ,56,4.62,29.0,206.0,411.0,G+,G+,1.0,4,4
Blue Note – BST 1577,US,Jazz,1967,Hard Bop,0,0,0,0,0,0,0,0,0,95.0,John Coltrane , Blue Train,Blue Note ,67,4.67,12.0,39.0,323.0,VG,VG,1.0,5,5
Columbia – CL 2350,US,Jazz,1965,"Hard Bop, Post Bop, Modal",0,0,0,0,0,0,0,0,0,95.0,Miles Davis , E.S.P.,Columbia ,65,4.55,42.0,425.0,252.0,VG+,VG+,1.0,6,6
"New Jazz – NJ 8277, New Jazz – NJLP 8277",US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,Curtis Fuller With Red Garland , Curtis Fuller With Red Garland,New Jazz ,62,4.4,5.0,68.0,111.0,VG,VG,1.0,5,5
Blue Note – BST 84335,US,Jazz,1969,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,Lee Morgan , The Sixth Sense,Blue Note ,69,4.29,34.0,353.0,256.0,VG+,VG+,0.997,6,6
"Stereo Records (4) – S7010, Contemporary Records – S7010",US,Jazz,1958,Hard Bop,0,0,0,0,0,1,0,0,1,95.0,The Poll Winners , The Poll Winners,Stereo Records (4) ,58,4.5,2.0,66.0,70.0,VG+,NM or M-,1.0,7,6
Blue Note – BLP 1521,US,Jazz,1960,Hard Bop,0,0,1,0,0,1,0,0,1,92.65,Art Blakey Quintet ," A Night At Birdland, Volume 1",Blue Note ,60,4.5,24.0,197.0,125.0,VG+,VG,1.0,5,6
"New Jazz – NJ 8256, New Jazz – NJLP 8256",US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,Jaki Byard , Here's Jaki,New Jazz ,61,4.5,6.0,49.0,103.0,VG,VG+,1.0,6,5
"Blue Note – 1552, Blue Note – BLP 1552",US,Jazz,Jun 1958,"Hard Bop, Bop",0,0,0,0,0,0,0,0,0,95.0,Jimmy Smith , Jimmy Smith At The Organ (Volume 2),Blue Note ,58,4.71,14.0,112.0,109.0,VG+,NM or M-,1.0,7,6
"Prestige – 7003, Prestige – PRLP 7003",US,Jazz,1955,"Hard Bop, Cool Jazz",0,0,0,0,0,0,0,0,0,89.99,Milt Jackson , Milt Jackson Quartet,Prestige ,55,5.0,1.0,22.0,25.0,VG,VG+,0.991,6,5
Blue Note – BLP 1521,US,Jazz,1963,Hard Bop,0,0,0,0,0,1,0,0,1,90.0,Art Blakey Quintet ," A Night At Birdland, Volume 1",Blue Note ,63,4.67,3.0,33.0,55.0,VG,VG+,0.987,6,5
Columbia – CL 2051,US,Jazz,Sep 1963,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,90.0,Miles Davis , Seven Steps To Heaven,Columbia ,63,4.31,81.0,955.0,414.0,VG+,VG+,1.0,6,6
Atlantic – ATM 5010,Mexico,"Jazz, Blues",1965,Hard Bop,0,0,0,0,0,0,0,0,0,89.99,Charlie Mingus* , Tonight At Noon,Atlantic ,65,0.0,0.0,1.0,15.0,VG+,VG+,0.985,6,6
"Impulse! – A-77, Impulse! – AS-77, ABC Records – AS-77",US,Jazz,1968,"Hard Bop, Modal, Avant-garde Jazz",0,0,0,0,0,0,0,0,0,89.99,John Coltrane , A Love Supreme,Impulse! ,68,4.63,8.0,80.0,383.0,G+,VG,1.0,5,4
Impulse! – AS-5,US,Jazz,1965,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,95.0,Oliver Nelson , The Blues And The Abstract Truth,Impulse! ,65,4.44,54.0,390.0,663.0,VG,VG,1.0,5,5
"Blue Note – BLP 4185, Blue Note – 4185",US,Jazz,Dec 1964,"Hard Bop, Latin Jazz",1,0,0,0,0,1,0,0,1,90.0,The Horace Silver Quintet , Song For My Father (Cantiga Para Meu Pai),Blue Note ,64,4.53,17.0,144.0,291.0,G,VG,1.0,5,3
Blue Note – BLP 1556,US,Jazz,1963,"Hard Bop, Soul-Jazz",1,0,0,0,0,0,0,0,1,95.0,Jimmy Smith , The Sounds Of Jimmy Smith,Blue Note ,63,0.0,0.0,32.0,41.0,VG+,NM or M-,0.995,7,6
Dootone Records – DL-211,US,Jazz,1956,"Bop, Hard Bop, Soul-Jazz",1,0,0,0,0,0,0,0,1,90.5,Carl Perkins (4) , Introducing...,Dootone Records ,56,4.0,2.0,15.0,90.0,VG,G+,1.0,4,5
Columbia – CL 1690,US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,91.0,The Dave Brubeck Quartet , Time Further Out (Miro Reflections),Columbia ,61,5.0,1.0,27.0,20.0,VG,VG,0.976,5,5
Blue Note – BLP 4110,US,Jazz,Sep 1962,Hard Bop,1,0,0,1,0,1,0,0,1,95.0,The Horace Silver Quintet , The Tokyo Blues,Blue Note ,62,4.62,60.0,477.0,331.0,VG+,VG+,0.995,6,6
"Blue Note – BLP 4185, Blue Note – 4185",US,Jazz,Dec 1964,"Hard Bop, Latin Jazz",1,0,0,0,0,1,0,0,1,90.0,The Horace Silver Quintet , Song For My Father (Cantiga Para Meu Pai),Blue Note ,64,4.53,17.0,144.0,291.0,G,G,1.0,3,3
"Prestige – PR 7166, Prestige – PRLP 7166",US,Jazz,1964,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,92.0,Miles Davis Quintet* , Workin' With The Miles Davis Quintet,Prestige ,64,4.57,14.0,92.0,248.0,VG,VG+,1.0,6,5
Esquire – 32-103,UK,Jazz,1960,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,90.0,"Roy Haynes, Phineas Newborn*, Paul Chambers (3) ", We Three,Esquire ,60,3.5,4.0,14.0,110.0,G,VG,0.997,5,3
Blue Note – BLP 1502,US,Jazz,1957,"Hard Bop, Bop",0,0,1,0,0,1,0,0,1,90.0,Miles Davis , Volume 2,Blue Note ,57,5.0,3.0,32.0,61.0,G+,VG,1.0,5,4
Blue Note – BLP 4110,US,Jazz,Sep 1962,Hard Bop,1,0,0,1,0,1,0,0,1,95.0,The Horace Silver Quintet , The Tokyo Blues,Blue Note ,62,4.62,60.0,477.0,331.0,VG,VG,0.987,5,5
Savoy Records – MG 12131,US,Jazz,1958,Hard Bop,0,0,0,0,0,0,0,0,0,95.0,Wilbur Harden , Jazz Way Out,Savoy Records ,58,4.0,2.0,20.0,158.0,VG+,VG,0.9990000000000001,5,6
Prestige – PR 7162,US,Jazz,1959,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,94.44,Willis Jackson Quintet , Please Mr. Jackson,Prestige ,59,4.33,9.0,114.0,84.0,VG+,NM or M-,0.9990000000000001,7,6
Prestige – PRLP 7181,US,Jazz,Oct 1960,Hard Bop,1,0,0,0,0,1,0,0,1,90.0,The Red Garland Quintet Featuring John Coltrane And Donald Byrd , Soul Junction,Prestige ,60,4.28,32.0,218.0,363.0,VG,G+,1.0,4,5
GNP – GNP-18,US,Jazz,1956,Hard Bop,0,0,0,1,0,0,0,0,1,89.99,Max Roach And Clifford Brown* , The Best Of Max Roach And Clifford Brown In Concert!,GNP ,56,4.33,15.0,120.0,60.0,VG,VG,1.0,5,5
Impulse! – AS-9111,US,"Jazz, Stage & Screen",1966,"Hard Bop, Theme, Score",0,0,0,0,0,0,0,0,0,90.0,Sonny Rollins ," Original Music From The Score ""Alfie""",Impulse! ,66,4.38,32.0,243.0,149.0,NM or M-,NM or M-,1.0,7,7
Blue Note – BST 84156,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,89.99,Art Blakey & The Jazz Messengers , The Freedom Rider,Blue Note ,66,4.44,9.0,51.0,80.0,VG,G+,1.0,4,5
"Prestige – PR 7268, Prestige – PRLP 7268",US,Jazz,1963,Hard Bop,1,0,0,0,0,0,0,0,1,90.0,John Coltrane , Stardust,Prestige ,63,4.08,25.0,174.0,304.0,VG,VG,1.0,5,5
"Impulse! – AS-74, Impulse! – A-74",US,Jazz,1964,"Hard Bop, Bossa Nova",0,0,0,0,0,1,0,0,1,95.0,Johnny Hartman , The Voice That Is!,Impulse! ,64,4.25,16.0,128.0,89.0,VG+,VG+,0.988,6,6
Contemporary Records – M 3583,US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,95.0,Teddy Edwards Quartet , Teddy's Ready!,Contemporary Records ,60,4.2,5.0,40.0,57.0,NM or M-,NM or M-,0.9940000000000001,7,7
"Blue Note – BST 84157, Blue Note – ST-84157, Blue Note – 84157",US,Jazz,1964,Hard Bop,1,1,1,0,0,1,0,0,1,94.5,Lee Morgan , The Sidewinder,Blue Note ,64,4.72,109.0,965.0,810.0,VG+,VG+,0.996,6,6
Riverside Records – RLP 279,US,Jazz,1961,"Bop, Hard Bop",0,0,0,1,1,0,1,1,1,91.84,Thelonious Monk Quartet* , Misterioso,Riverside Records ,61,4.2,10.0,91.0,96.0,VG+,VG,0.995,5,6
Blue Note – BLP 4110,US,Jazz,Sep 1962,Hard Bop,1,0,0,1,0,1,0,0,1,95.0,The Horace Silver Quintet , The Tokyo Blues,Blue Note ,62,4.62,60.0,477.0,331.0,VG+,VG,1.0,5,6
"Prestige – PR 7295, Prestige – PRST 7295",US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,Booker Ervin , The Freedom Book,Prestige ,64,4.6,10.0,54.0,87.0,VG+,VG+,0.998,6,6
Blue Note – BST 84051,US,Jazz,1970,Hard Bop,0,0,0,0,0,0,0,0,0,95.0,Jackie McLean , Jackie's Bag,Blue Note ,70,5.0,4.0,16.0,42.0,VG+,NM or M-,1.0,7,6
New Jazz – NJLP 8230,US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,Gigi Gryce Quintet , Saying Somethin'!,New Jazz ,60,4.75,12.0,92.0,114.0,VG,VG,1.0,5,5
"Prestige – 7109, Prestige – LP 7109",US,Jazz,1957,Hard Bop,0,1,0,0,0,0,0,0,1,95.0,Miles Davis , Bags Groove,Prestige ,57,4.55,11.0,134.0,168.0,VG,VG+,1.0,6,5
"Jazz Workshop – JWS 001, Jazz Workshop – JWS 002",US,Jazz,1966,"Hard Bop, Post Bop",0,0,0,1,0,0,0,0,1,89.99,Charles Mingus , Mingus At Monterey,Jazz Workshop ,66,4.64,11.0,81.0,87.0,VG,VG+,0.995,6,5
Riverside Records – RLP 12-320,US,Jazz,1962,Hard Bop,0,1,0,0,0,1,0,0,1,89.99,Wes Montgomery , The Incredible Jazz Guitar Of Wes Montgomery,Riverside Records ,62,4.5,4.0,27.0,88.0,VG,G,1.0,3,5
Blue Note – BLP 4161,US,Jazz,1963,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,George Braith , Soul Stream,Blue Note ,63,4.5,12.0,57.0,141.0,VG,VG,0.998,5,5
"Blue Note – BST 84157, Blue Note – ST-84157, Blue Note – 84157",US,Jazz,1964,Hard Bop,1,1,1,0,0,1,0,0,1,92.46,Lee Morgan , The Sidewinder,Blue Note ,64,4.72,109.0,965.0,810.0,VG,VG,0.9940000000000001,5,5
"Prestige – 7200, Prestige – PRLP 7200",US,Jazz,1961,Hard Bop,1,0,0,0,0,0,0,0,1,90.0,The Miles Davis Quintet , Steamin' With The Miles Davis Quintet,Prestige ,61,4.57,83.0,837.0,648.0,G+,VG,1.0,5,4
Columbia – CL 998,US,Jazz,1957,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,Don Byrd* - Gigi Gryce , Jazz Lab,Columbia ,57,4.19,27.0,348.0,163.0,VG+,NM or M-,1.0,7,6
"New Jazz – 8233, New Jazz – NJLP 8233",US,Jazz,1960,Hard Bop,1,1,0,0,0,0,0,0,1,93.95,Oliver Nelson , Taking Care Of Business,New Jazz ,60,4.4,10.0,77.0,100.0,VG+,VG+,0.995,6,6
Columbia – CS 8765,US,Jazz,1963,Hard Bop,0,0,0,0,0,0,0,0,0,91.76,The Thelonious Monk Quartet , Monk's Dream,Columbia ,63,4.57,133.0,1364.0,486.0,VG+,VG+,0.99,6,6
Norgran Records – MG N 2000-2,US,Jazz,1955,"Bop, Hard Bop, Cool Jazz",0,0,0,0,0,0,0,0,0,94.99,Stan Getz , At The Shrine,Norgran Records ,55,4.13,8.0,53.0,109.0,G+,VG,1.0,5,4
Blue Note – BST 84184,US,Jazz,1965,"Post Bop, Hard Bop",0,0,0,1,0,0,0,0,1,95.0,Sam Rivers , Fuchsia Swing Song,Blue Note ,65,4.58,19.0,110.0,322.0,VG,G+,1.0,4,5
Blue Note – BST 4099,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,Grant Green , Sunday Mornin',Blue Note ,66,4.0,5.0,10.0,52.0,VG,VG+,1.0,6,5
Imperial – LP-9228,US,Jazz,1963,"Hard Bop, Bossa Nova",0,0,0,0,0,0,0,1,1,90.0,Lou Blackburn , Jazz Frontier,Imperial ,63,5.0,1.0,5.0,22.0,VG,VG+,1.0,6,5
"Blue Note – BLP 4026, Blue Note – 4026",US,Jazz,Jun 1960,Hard Bop,0,0,1,1,0,0,0,0,1,90.0,Donald Byrd , Fuego,Blue Note ,60,4.7,40.0,242.0,397.0,G+,G+,0.998,4,4
Riverside Records – RLP 12-298,US,Jazz,1959,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,89.99,Wynton Kelly , Kelly Blue,Riverside Records ,59,4.43,7.0,118.0,202.0,G,VG,1.0,5,3
Columbia – CL 2178,US,Jazz,1964,"Hard Bop, Bop, Modal",1,0,0,0,0,0,0,0,1,95.0,The Miles Davis Sextet & The Thelonious Monk Quartet , Miles & Monk At Newport,Columbia ,64,5.0,2.0,37.0,44.0,VG+,NM or M-,1.0,7,6
Blue Note – BLP 4214,US,Jazz,1965,Hard Bop,0,0,0,0,0,1,0,0,1,95.0,The Blue Mitchell Quintet , Down With It,Blue Note ,65,4.52,23.0,110.0,166.0,VG,VG,0.998,5,5
United Artists Records – UAL 4034,US,Jazz,1959,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,Booker Little 4 & Max Roach , Booker Little 4 & Max Roach,United Artists Records ,59,4.25,4.0,24.0,85.0,G+,VG,1.0,5,4
Columbia – CL 949,US,Jazz,1957,Hard Bop,0,0,0,0,0,1,0,0,1,95.0,Miles Davis , 'Round About Midnight,Columbia ,57,4.4,5.0,42.0,153.0,G,VG,1.0,5,3
HiFi Jazz – SJ 612,US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,95.0,The Harold Land Quintet* , The Fox,HiFi Jazz ,60,4.0,5.0,35.0,189.0,VG,VG+,0.997,6,5
Prestige – 7158,US,Jazz,1959,Hard Bop,0,0,0,1,0,1,0,0,1,90.0,John Coltrane And Paul Quinichette , Cattin' With Coltrane And Quinichette,Prestige ,59,4.29,21.0,159.0,224.0,VG+,G+,1.0,4,6
Prestige – PRLP 7209,US,Jazz,1961,Hard Bop,1,0,0,0,0,0,0,0,1,90.0,The Red Garland Quintet With John Coltrane And Donald Byrd , High Pressure,Prestige ,61,4.5,12.0,117.0,260.0,G+,VG,1.0,5,4
Riverside Records – RLP 12-226,US,Jazz,1958,Hard Bop,0,0,0,0,0,1,0,0,1,95.0,Thelonious Monk , Brilliant Corners,Riverside Records ,58,4.85,52.0,350.0,402.0,VG,VG+,0.972,6,5
"Vee Jay Records – VJLP-3004, Vee Jay Records – LP 3004",US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,Wynton Kelly , Kelly Great,Vee Jay Records ,64,5.0,1.0,58.0,45.0,NM or M-,M,1.0,8,7
Columbia – CL 949,US,Jazz,1957,Hard Bop,0,0,0,0,0,1,0,0,1,95.0,Miles Davis , 'Round About Midnight,Columbia ,57,4.4,5.0,42.0,153.0,VG+,VG,1.0,5,6
Blue Note – BLP 4268,US,Jazz,1967,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,95.0,Stanley Turrentine , Easy Walker,Blue Note ,67,4.29,7.0,13.0,166.0,VG+,VG+,0.981,6,6
Columbia – CS 8171,US,Jazz,14 Sep 1959,"Hard Bop, Bop",1,0,0,0,0,1,0,0,1,90.0,Charles Mingus , Mingus Ah Um,Columbia ,59,4.78,122.0,743.0,1167.0,G+,VG,0.972,5,4
"Prestige – PRLP 7094, Prestige – Prestige 7094",US,Jazz,1958,Hard Bop,0,1,0,0,0,0,0,0,1,90.0,The Miles Davis Quintet , Cookin' With The Miles Davis Quintet,Prestige ,58,4.82,34.0,315.0,259.0,G+,VG,1.0,5,4
"Blue Note – BLP 4027, Blue Note – 4027",US,Jazz,1960,Hard Bop,0,0,1,0,0,1,0,0,1,90.0,Freddie Redd Quartet With Jackie McLean ," The Music From ""The Connection""",Blue Note ,60,4.31,16.0,193.0,181.0,VG,VG,0.997,5,5
Blue Note – BLP 4042,US,Jazz,1961,Hard Bop,1,0,1,0,0,1,0,0,1,92.99,The Horace Silver Quintet , Horace-Scope,Blue Note ,61,4.33,6.0,30.0,57.0,VG,VG+,0.995,6,5
"Blue Note – BST 84245, Blue Note – BLP 4245",US,Jazz,Aug 1967,Hard Bop,1,0,0,1,0,0,0,0,1,90.0,Art Blakey & The Jazz Messengers , Like Someone In Love,Blue Note ,67,4.38,13.0,94.0,133.0,VG,VG+,1.0,6,5
Blue Note – BLP 4027,US,Jazz,1963,Hard Bop,1,0,1,0,0,1,0,0,1,95.0,Freddie Redd Quartet With Jackie McLean ," The Music From ""The Connection""",Blue Note ,63,5.0,1.0,6.0,31.0,G+,G+,1.0,4,4
Blue Note – BST 81534,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,95.0,Paul Chambers Sextet , Whims Of Chambers,Blue Note ,66,4.88,8.0,87.0,130.0,VG,NM or M-,1.0,7,5
Riverside Records – RLP 349,US,Jazz,1960,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,90.0,James Clay , A Double Dose Of Soul,Riverside Records ,60,4.31,13.0,70.0,169.0,VG,VG,0.997,5,5
"Prestige – PR 7652, Prestige – PRST 7652",US,Jazz,1969,"Hard Bop, Free Jazz, Modal",0,0,0,0,0,0,0,0,0,90.0,Eric Dolphy , Out There,Prestige ,69,4.65,20.0,126.0,140.0,NM or M-,NM or M-,1.0,7,7
Blue Note – BLP 4148,US,Jazz,1963,Hard Bop,1,0,0,0,0,0,0,0,1,90.0,George Braith , Two Souls In One,Blue Note ,63,4.27,22.0,90.0,156.0,VG+,VG,1.0,5,6
"Prestige – LP 192, Prestige – PRLP 192",US,Jazz,1955,"Bop, Hard Bop",0,0,0,1,1,0,1,1,1,95.0,James Moody's Moods* , James Moody's Moods,Prestige ,55,0.0,0.0,2.0,14.0,VG,VG+,1.0,6,5
"Prestige – 7121, Prestige – PRLP 7121",US,Jazz,1958,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,Mose Allison , Local Color,Prestige ,58,4.67,9.0,120.0,69.0,NM or M-,NM or M-,1.0,7,7
Fontana – SFON-7053,Japan,Jazz,1965,"Hard Bop, Free Jazz",0,0,0,0,0,0,0,0,0,89.99,Albert Ayler , My Name Is Albert Ayler,Fontana ,65,5.0,2.0,3.0,39.0,VG+,NM or M-,0.995,7,6
Columbia – CL 1002,US,Jazz,1957,"Afro-Cuban Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,90.0,Art Blakey And The Jazz Messengers* , Drum Suite,Columbia ,57,4.6,10.0,186.0,95.0,VG+,VG+,0.997,6,6
"New Jazz – NJLP 8228, Status Records (2) – 8228",US,Jazz,1958,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,The Ray Draper Quintet Featuring John Coltrane , The Ray Draper Quintet Featuring John Coltrane,New Jazz ,58,5.0,1.0,3.0,20.0,VG,VG,1.0,5,5
Blue Note – BST 84220,US,Jazz,Dec 1965,"Hard Bop, Post Bop",1,0,0,1,0,0,0,0,1,95.0,The Horace Silver Quintet Plus J.J. Johnson , The Cape Verdean Blues,Blue Note ,65,4.53,59.0,400.0,245.0,VG+,VG+,0.995,6,6
Columbia – CL 1965,US,Jazz,1963,Hard Bop,0,0,0,1,1,0,1,1,1,90.0,The Thelonious Monk Quartet , Monk's Dream,Columbia ,63,4.64,11.0,76.0,197.0,VG,VG+,0.997,6,5
Atlantic – SD 1278,US,Jazz,1958,"Bop, Hard Bop",0,0,0,1,0,1,0,0,1,90.0,Art Blakey's Jazz Messengers* With Thelonious Monk , Art Blakey's Jazz Messengers With Thelonious Monk,Atlantic ,58,3.5,2.0,29.0,74.0,NM or M-,NM or M-,1.0,7,7
Riverside Records – RLP 12-232,US,Jazz,1957,Hard Bop,0,0,0,1,0,0,0,0,1,89.99,Randy Weston Trio And Cecil Payne , Jazz A La Bohemia,Riverside Records ,57,3.25,4.0,25.0,75.0,VG,VG+,1.0,6,5
Blue Note – BST 84106,US,Jazz,1967,Hard Bop,1,0,0,0,0,0,0,0,1,95.0,Jackie McLean , Let Freedom Ring,Blue Note ,67,5.0,4.0,88.0,152.0,NM or M-,VG+,1.0,6,7
Columbia – CL 1268,US,Jazz,Nov 1959,Hard Bop,0,0,0,0,0,0,0,1,1,90.0,Miles Davis , Jazz Track,Columbia ,59,4.67,9.0,80.0,83.0,G+,VG+,0.988,6,4
Blue Note – BST 84264,US,Jazz,1967,Hard Bop,0,0,0,1,0,0,0,0,1,94.23,McCoy Tyner , The Real McCoy,Blue Note ,67,4.59,46.0,333.0,538.0,VG+,VG,0.996,5,6
"World Pacific Records – WP-1246, World Pacific Records – WP-1246 (772/773)",US,Jazz,1959,Hard Bop,0,0,0,0,0,0,0,0,0,90.0,Gil Evans Orchestra* Featuring Cannonball Adderley , New Bottle Old Wine,World Pacific Records ,59,4.83,6.0,83.0,95.0,VG+,NM or M-,0.987,7,6
Blue Note – BLP-4067 / BST-84067,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,92.5,Jackie McLean , Bluesnik,Blue Note ,66,4.0,3.0,22.0,57.0,VG+,NM or M-,0.996,7,6
"Prestige – PRLP 7157, Prestige – 7157",US,"Jazz, Blues",1959,Hard Bop,1,1,0,0,0,0,0,0,1,95.0,Red Garland , Red In Bluesville,Prestige ,59,4.67,12.0,153.0,138.0,VG,VG,0.998,5,5
Prestige – PRLP 7181,US,Jazz,Oct 1960,Hard Bop,1,0,0,0,0,1,0,0,1,95.0,The Red Garland Quintet Featuring John Coltrane And Donald Byrd , Soul Junction,Prestige ,60,4.28,32.0,218.0,363.0,G,G+,0.988,4,3
EmArcy – MG 26046,US,Jazz,1955,Hard Bop,0,0,0,0,0,1,0,0,1,94.0,Joe Gordon , Introducing Joe Gordon,EmArcy ,55,0.0,0.0,1.0,5.0,VG+,VG,1.0,5,6
Prestige – PR 7292,US,Jazz,1964,Hard Bop,0,1,0,0,0,0,0,0,1,84.99,John Coltrane , The Believer,Prestige ,64,4.5,2.0,33.0,53.0,VG+,VG+,0.996,6,6
Blue Note – BST 84283,US,Jazz,1968,"Hard Bop, Post Bop, Modal",0,0,0,0,0,0,0,0,0,89.99,Booker Ervin , The In Between,Blue Note ,68,4.67,3.0,40.0,35.0,NM or M-,NM or M-,0.996,7,7
"Vee Jay Records – LP-3022, Vee Jay Records – VJLP-3022",US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,89.95,Wynton Kelly , Wynton Kelly!,Vee Jay Records ,61,4.25,8.0,136.0,81.0,VG+,VG+,0.9990000000000001,6,6
"Blue Note – BST 84157, Blue Note – ST-84157, Blue Note – 84157",US,Jazz,1964,Hard Bop,1,1,1,0,0,1,0,0,1,87.35,Lee Morgan , The Sidewinder,Blue Note ,64,4.72,109.0,965.0,810.0,VG,VG,0.972,5,5
"Prestige – 7188, Prestige – PRLP 7188",US,Jazz,Jan 1961,Hard Bop,1,1,0,0,0,0,0,0,1,85.0,John Coltrane , Lush Life,Prestige ,61,4.51,76.0,574.0,642.0,VG,VG,1.0,5,5
Blue Note – BST 84222,US,Jazz,Jan 1967,"Hard Bop, Post Bop",1,0,0,0,0,0,0,0,1,85.0,Lee Morgan , Cornbread,Blue Note ,67,4.56,39.0,338.0,339.0,VG+,VG+,0.9990000000000001,6,6
