Artist_Album,Label,Country,Format,Notes,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Sonny Rollins – Sonny Rollins (Vol. 2),"Blue Note – BLP 1558, Blue Note – 1558",US,"Vinyl, LP, Album, Repress, Mono","Originally released in 1957.

This version can be identified by the company information on the labels coupled with the runout groove etchings, which indicates it was likely repressed between 1964 and 1966.
-
Thick cardboard, unlaminated cover.
-
Deep groove on the labels.
On labels:
33 1/3 Microgroove Long Playing
Blue Note Records Inc ▪ New York USA
-
Encircled R under the E of Note. (labels)
Blue Note Records Inc., on rear of cover. (bottom)
-
Jay Jay Johnson performs by courtesy of Columbia Recordss. Thelonious Monk performs by courtesy of Riverside Records.

Recorded on April 14, 1957.",Jazz,1964,Hard Bop,"Rated 4.50 of 12 votes (93 have, 126 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,Plastylite,$175.00
Mable John – Who Wouldn't Love A Man Like That / Say You'll Never Let Me Go,Tamla – TAMLA 54081,US,"Vinyl, 7"", Single, 45 RPM, Promo",nan,"Jazz, Funk / Soul",1963,"Rhythm & Blues, Doo Wop, Soul, Ballad","No Rating Yet (5 have, 11 want)",Near Mint (NM or M-),Sleeve: Generic,99.6%,nan,nan,$175.00
Basso-Valdambrini Sextet* – Exciting 6,"GTA Records – JALP 603, GTA Records – LP/JA 603",Italy,"Vinyl, LP, Album, Mono","Tracklist is inverted on central vinyl label.

Recorded on 10/1/67 on rear cover, while date on runout is 15-XII-66",Jazz,1967,"Cool Jazz, Post Bop","Rated 4.00 of 4 votes (41 have, 98 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,Studio Microphone,nan,$175.00
Chet Baker – Pretty/Groovy,World Pacific Records – WP-1249,US,"Vinyl, LP, Compilation, Test Pressing",Plain labels with writing on both sides.,Jazz,1958,,"No Rating Yet (0 have, 11 want)",Very Good Plus (VG+),Sleeve: Generic,99.8%,nan,nan,$170.00
Roy Brown / Wynonie Harris – Battle Of The Blues,King Records (3) – 607,US,"Vinyl, LP, Album, Compilation",nan,"Jazz, Blues",1958,"Rhythm & Blues, Jump Blues","Rated 5.00 of 1 votes (32 have, 73 want)",Very Good (VG),Sleeve: Good (G),100.0%,nan,nan,$175.00
Hans Koller – Exclusiv,SABA – SB 15024,Germany,"Vinyl, LP, Album, Mono","Nonet recorded Nov., 26., 1963 in Villingen, Quartet recorded Feb., 19., 1959 in Baden-Baden. This first Mono recording has two more tracks (Chordless & Stalag) than the later Stereo issue. On the inside of the cover and on the label the track titles for B1 and B4 had been exchanged by mistake and the title of B4 ""Painter's Lament"" was misspelled as ""Pointer Lament"".",Jazz,1963,,"Rated 4.33 of 6 votes (38 have, 89 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Saba-Studio, Villingen",nan,$175.00
Cecil Taylor Quintet – Hard Driving Jazz,United Artists Records – UAL 4014,US,"Vinyl, LP, Album, Mono","Recorded in New York City on October 13, 1958.",Jazz,1959,"Hard Bop, Modal","Rated 3.94 of 16 votes (99 have, 291 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.5%,nan,nan,$175.00
Yusef Lateef – Suite 16,Atlantic – SD 1563,US,"Vinyl, LP",nan,Jazz,1970,"Soul-Jazz, Classical, Hard Bop","Rated 4.06 of 33 votes (498 have, 215 want)",Mint (M),Sleeve: Mint (M),92.5%,nan,nan,$174.99
Gale Belle Quartet – Plays Euphoria in Jazz,Not On Label – R4RM-3692,US,"Vinyl, LP, Album",nan,Jazz,1964,Latin Jazz,"No Rating Yet (7 have, 72 want)",Very Good Plus (VG+),Sleeve: Good (G),99.0%,nan,nan,$175.00
"Ella Fitzgerald – Clap Hands, Here Comes Charlie!",Verve Records – V6-4053,US,"Vinyl, LP, Album, Stereo",nan,Jazz,Nov 1961,"Bop, Swing, Vocal","Rated 4.00 of 10 votes (217 have, 53 want)",Mint (M),Sleeve: Mint (M),99.7%,nan,nan,$175.00
Hank Mobley – The Turnaround,Blue Note – BLP 4186,US,"Vinyl, LP, Album, Mono, Plastylite Pressing","Recorded on March 7, 1963 (#2 & 3) and February 5, 1965 (all others) at the Van Gelder Studio, Englewood Cliffs, New Jersey.
New York, USA adress on label. Ear and RVG in dead wax.",Jazz,1965,Hard Bop,"Rated 4.66 of 35 votes (197 have, 374 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.1%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$175.00
Fran Thorne* – Piano Reflections,Transition – trlp 27,US,"Vinyl, LP, Album, Mono","5-20-56

Includes booklet.","Jazz, Classical",1956,,"Rated 3.00 of 2 votes (13 have, 42 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$174.50
Art Blakey – Orgy In Rhythm - Volume Two,Blue Note – BLP 1555,US,"Vinyl, LP, Album, Mono","Recorded live on March 7, 1957.

Tracks' duration source Wikipedia: en.wikipedia.org/wiki/Orgy_in_Rhythm

This 1st original issue has:
- Deep Groove both sides, with New York 23 labels
- No INC. and no ® on labels
- RVG etched in the dead wax, both sides
- P, wrongly called ""ear"", for Plastylite plant etched in the dead wax, both sides
- Blue Note Records on back cover set in serif font (not sans serif)
- 47 West 63rd address with no Inc. on back-cover
- Front laminated cover",Jazz,Aug 1957,Bop,"Rated 4.18 of 22 votes (194 have, 319 want)",Very Good (VG),Sleeve: Near Mint (NM or M-),99.5%,Manhattan Towers,Plastylite,$175.00
Bob Downes Open Music – Electric City,Vertigo – 6360 005,Germany,"Vinyl, LP, Album","Recorded at Philips Studios, London, 1970","Jazz, Rock, Blues",1970,"Jazz-Rock, Prog Rock, Rhythm & Blues","Rated 4.75 of 8 votes (50 have, 117 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.3%,nan,nan,$174.99
Sonny Rollins – Way Out West,"Contemporary Records – C 3530, Contemporary Records – C3530",US,"Vinyl, LP, Album, Mono","Recorded at Contemporary's studio in Los Angeles March 7, 1957. Liner notes dated June 6, 1957.

First cat.nr. on cover, second on label.",Jazz,1957,Hard Bop,"Rated 4.59 of 46 votes (337 have, 577 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,Contemporary's Studio,"RCA Records Pressing Plant, Hollywood",$172.99
Frank Sinatra – Songs For Young Lovers,Capitol Records – H-488,US,"Vinyl, LP, 10"", Album, Promo","Yellow label promo with ""Demonstration Records"" text on labels.","Jazz, Pop",04 Jan 1954,"Big Band, Ballad","No Rating Yet (9 have, 49 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$175.00
Roger Williams (2) – Golden Hits,Kapp Records – KS-3530,Canada,"Vinyl, LP, Compilation, Stereo","A2 title AKA ""Lara's Theme From 'Doctor Zhivago'""","Jazz, Pop, Stage & Screen",1967,Easy Listening,"Rated 4.00 of 2 votes (34 have, 1 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),96.7%,nan,nan,$172.25
Neyde Fraga – Mais Balanço Com Neyde Fraga,Continental (3) – PPL-12.199,Brazil,"Vinyl, LP, Album",No date on label or sleeve but apparently released in 1965.,"Jazz, Latin",1965,Bossa Nova,"Rated 4.60 of 5 votes (21 have, 103 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$170.00
Davy Graham – Large As Life And Twice As Natural,London Records – PS 552,US,"Vinyl, LP, Album",nan,"Jazz, Rock, Blues, Folk, World, & Country",1968,"Folk, Indian Classical, Country Blues","Rated 4.65 of 17 votes (52 have, 133 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$175.00
Julie London – Your Number Please,Liberty – LRP 3130,US,"Vinyl, LP, Album, Promo, Mono",nan,Jazz,1959,Easy Listening,"Rated 5.00 of 1 votes (13 have, 22 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$175.00
Bob James Trio – Explosions,"ESP Disk – 1009, ESP Disk – ESP-1009",US,"Vinyl, LP, Album, Stereo","Studio: Bell Sound Studios, New York City, May, 1965.
Released in a structured cover with a cover picture adhered to it.
This version: red labels with white lettering.

Versions with white labels and picture labels are both known to exist.",Jazz,1965,Free Jazz,"Rated 4.42 of 19 votes (168 have, 348 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,Bell Sound Studios,nan,$175.00
Stan Getz – Stan Getz Quartets,"Prestige – LP 7002, Prestige – PRLP 7002",US,"Vinyl, LP, Compilation, Remastered, Mono","A1 to A4: Recorded in NYC, January 6, 1950.
B1 to B4: Recorded in NYC, June 21, 1949.
A5, A6, B5, B6: Recorded in NYC, April 14, 1950.

LP 7002 on cover, PRLP 7002 on label.

Original pressing with no photos of other albums on the rear.
LABEL: 446 W. 50th ST., N.Y.C.
BACK COVER: 446 West 50th Street, New York 19, N.Y.",Jazz,1955,"Bop, Cool Jazz","Rated 4.38 of 13 votes (85 have, 105 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$175.00
John Coltrane – Olé Coltrane,Atlantic – 1373,US,"Vinyl, LP, Album, Mono","Printed in U.S.A.

Pressing on plum/orange labels with white band, black printing, logo box and white fan. Says ""Stereo"" at top-right of back cover despite being a mono pressing. See attached images for details.",Jazz,1961,"Hard Bop, Avant-garde Jazz, Modal","Rated 4.80 of 15 votes (82 have, 269 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,A&R Studios,MGM Custom Pressing Division,$175.00
Eric Dolphy – Out There,"New Jazz – 8252, New Jazz – NJLP 8252",US,"Vinyl, LP, Album, Mono","Recorded in New York City; August 15, 1960.

Purple labels with silver print: 'Long Playing Microgroove' 'High Fidelity' and cat# NJLP 8252,
On cover: Prestige / New Jazz 8252.

Deep groove pressing on both sides with small dime-sized pressing ring on side B at spindle hole, signifying a first pressing at Abbey Record Manufacturing Co., Inc..

On labels:
A product of Prestige Records Inc., 203 S. Washington Ave., Bergenfield, N.J.

Publisher:
Prestige Music (BMI) (A2, B2)",Jazz,Sep 1961,"Free Jazz, Modal, Post Bop","Rated 4.65 of 46 votes (203 have, 531 want)",Very Good (VG),Sleeve: Very Good (VG),99.1%,"Van Gelder Studio, Englewood Cliffs, New Jersey","Abbey Record Manufacturing Co., Inc.",$170.00
Charles Mingus – Mingus At Monterey,"Jazz Workshop – JWS 001, Jazz Workshop – JWS 002",US,"2 × Vinyl, LP, Album","Recorded September 20, 1964, at the Monterey Jazz Festival, Monterey, California.
Original private pressing available through mail order only from Mingus himself.

Issued in a gatefold cover.

other matrix numbers:
Record 1
1A : RR4M-5086-2
2A : RR4M-5087-2
Record 2
2B : RR4M-5088-2
1B : RR4M-5089-2",Jazz,1966,"Hard Bop, Post Bop","Rated 4.64 of 11 votes (81 have, 87 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,Monterey Jazz Festival,nan,$175.00
"Sonny Rollins – A Night At The ""Village Vanguard""",Blue Note – BLP 1581,US,"Vinyl, LP, Album, Mono, Reissue","A Division of Liberty Records, Inc., RVG stamp.",Jazz,1966,"Hard Bop, Bop","Rated 4.60 of 5 votes (58 have, 136 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,Village Vanguard,nan,$174.99
The Miles Davis Quintet – Cookin' With The Miles Davis Quintet,"Prestige – PRLP 7094, Prestige – Prestige 7094",US,"Vinyl, LP, Album, Mono, Repress","Labels: PRLP 7094
Spine and front/rear jacket: Prestige 7094

Recorded on October 26, 1956.

Second press address for this release.
Labels read:
Prestige Records, Inc.,
203 South Washington Ave, Bergenfield NJ",Jazz,1958,Hard Bop,"Rated 4.82 of 34 votes (315 have, 259 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,nan,"Abbey Record Manufacturing Co., Inc.",$171.09
Don Friedman Trio – Circle Waltz,"Riverside Records – RLP 431, Riverside Records – 431",US,"Vinyl, LP, Album, Mono",nan,Jazz,1962,"Hard Bop, Post Bop","Rated 4.50 of 2 votes (20 have, 72 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,Plaza Sound Studios,MGM Record Manufacturing Division,$175.00
Ray Talcott And Jim Johnson (9) – The Ray Talcott - Jim Johnson Duo Play Your Dancing Favorites,Studio City Records – SC 504,US,"Vinyl, LP, Album",nan,"Jazz, Rock, Pop, Folk, World, & Country",1964,"Easy Listening, Rockabilly, Polka","No Rating Yet (4 have, 1 want)",Very Good (VG),Sleeve: Good (G),99.8%,Kaybank Recording Corp.,Kay Bank,$172.49
The Steve Karmen Big Band Featuring Jimmy Radcliffe – Breakaway,United Artists Records – UA 50451,US,"Vinyl, 7"", 45 RPM, Promo","alternate promo pressing with ""for deejays only"" on label","Jazz, Rock, Funk / Soul",1968,Big Band,"No Rating Yet (2 have, 10 want)",Very Good (VG),Sleeve: Not Graded,100.0%,nan,nan,$175.00
The John Coltrane Quartet – Africa / Brass,"Impulse! – A-6-S, Impulse! – A-6",US,"Vinyl, LP, Album, Stereo","Comes in gatefold sleeve. A product of AM-PAR Record Corp.
Stereo A-6 on cover. A-6-S on label. Probably very first stereo issue.",Jazz,Sep 1961,"Free Jazz, Hard Bop, Modal","Rated 4.52 of 81 votes (666 have, 660 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.9%,nan,nan,$175.00
Gil Mellé Quintet / Sextet* – New Faces – New Sounds,Blue Note – BLP 5020,US,"Vinyl, 10"", Album, Mono","A1-A4: Recorded January 31, 1953.
B1-B4: Recorded March 2, 1952.",Jazz,1953,Cool Jazz,"Rated 4.50 of 4 votes (41 have, 141 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$175.00
Donald Byrd – A New Perspective,"Blue Note – 4124, Blue Note – BLP 4124",US,"Vinyl, LP, Album, Mono","Original 1964 US Blue Note Records 1st label variation edition. Released with Blue Note Records Inc- New York USA and Microgroove branding on the center record labels, with Blue Note Records Inc 43 West 61st St., New York 23 on the bottom of the back cover, and with a vinyl weight of approx. 180 grams.

Recorded on January 12, 1963.",Jazz,1966,Soul-Jazz,"Rated 4.44 of 9 votes (73 have, 148 want)",Very Good (VG),Sleeve: Very Good (VG),99.6%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$170.24
If (6) – If,Capitol Records – CP-80291,Japan,"Vinyl, LP, Album, Red","Recorded in February, March and April 1970 at Island Studios, London
Japan Press Red Vinyl version.","Jazz, Rock",1970,"Jazz-Rock, Prog Rock","Rated 3.00 of 1 votes (7 have, 15 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.9%,nan,nan,$170.00
John Coltrane – Impressions,Sparton Impulse! Records – A-42,Canada,"Vinyl, LP, Album, Mono","First Canadian mono pressing. Gatefold. Maroon label. Van Gelder stamped in the run-off groove.

A1 & B1 are recorded live at the Village Vanguard. NYC, 5 November, 1961.

A2 recorded 18 September, 1962.

B2 recorded 29 April, 1963.",Jazz,1963,"Post Bop, Modal","No Rating Yet (17 have, 103 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Village Vanguard,nan,$175.00
Lou Donaldson – Good Gracious!,Blue Note – BLP 4125,US,"Vinyl, LP, Album, Mono","Recorded on January 24, 1963.",Jazz,1963,Soul-Jazz,"Rated 4.67 of 9 votes (106 have, 182 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$174.99
Oscar Moore – Jazz 1940 Era,Tampa Records – TP-22,US,"Vinyl, LP, Album, Mono",nan,Jazz,1956,,"Rated 3.50 of 4 votes (19 have, 17 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.8%,nan,nan,$175.00
"Tadao Sawai, Katsuya Yokoyama & Orchestra – Japanese Folk Songs",RCA Victor – JRS-6,Peru,"Vinyl, LP, Album, Stereo",nan,"Jazz, Rock, Folk, World, & Country",Dec 1970,"Folk, Min'yō, Psychedelic","Rated 5.00 of 5 votes (12 have, 47 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$170.00
Phil Yost (2) – Fog-Hat Ramble,Takoma – C-1021,US,"Vinyl, LP, Album",All tracks Hodolog MusRecorded sound-on-sound,"Jazz, Rock",1968,"Free Improvisation, Psychedelic Rock, Contemporary Jazz, Experimental","Rated 4.15 of 13 votes (49 have, 252 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.9%,nan,nan,$175.00
Lionel Hampton – Jazztime Paris,Blue Note – BLP 5046,US,"Vinyl, LP, 10"", Album, Mono",Deep Groove Blue and White 161 Lexington Ave NYC address on label,Jazz,1954,"Bop, Swing","Rated 4.00 of 2 votes (17 have, 34 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$175.00
Lou Donaldson – Good Gracious!,Blue Note – BST 84125,US,"Vinyl, LP, Album, Stereo",Front cover laminated,Jazz,1963,Bop,"Rated 4.67 of 12 votes (86 have, 131 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.5%,nan,nan,$174.99
Ahmed Abdul-Malik – The Hustlers / La Ibkey,New Jazz – 45-512,US,"Vinyl, 7"", Single, 45 RPM","""From the 12"" LP 8268 ""The Music Of Ahmed Abdul-Malik""
""A Product of Prestige Records Inc, 203 S. Washington Ave., Bergenfield, N.J.""
(Notes on Labels)

Recorded on May 23, 1961.",Jazz,1961,"Fusion, Avant-garde Jazz","Rated 4.67 of 3 votes (14 have, 90 want)",Near Mint (NM or M-),Sleeve: Generic,100.0%,nan,nan,$172.50
Sonny Rollins – Way Out West,Contemporary Records – LAC 12118,UK,"Vinyl, LP, Album, Mono","Recorded at Contemporary's studio in Los Angeles March 7, 1957. Liner notes dated June 6, 1957.
UK issue has laminated flip-back cover and yellow Vogue / Contemporary label.

Another UK Mono issue exists without the black print ""VOGUE"" at the bottom of the label and an M/T tax code near the centre of the label. The laminated cover by West Brothers, Mitcham does not have flipbacks. The stamped matrix number is VMGT-1324-1B, VMGT-1325-1B.",Jazz,1958,Hard Bop,"Rated 4.80 of 5 votes (49 have, 170 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),92.6%,Contemporary's Studio,nan,$173.63
John Murtaugh – Blues Current,Polydor – 24-4016,US,"Vinyl, LP, Promo","Produced By Grant & Murtaugh Productions, Inc.
The recording of the synthesizer, composing, arranging, programming and engineering at a home studio in 1969

US promo issue. Has a 'For Demonstration Use Only. Not for Sale' sticker on reverse. Polydor label is white, and states 'Promotional Copy Not For Sale'.","Jazz, Funk / Soul, Blues",1970,"Soul-Jazz, Jazz-Funk","Rated 4.50 of 2 votes (12 have, 52 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.8%,nan,nan,$165.00
Max Roach – We Insist! Max Roach's Freedom Now Suite,Candid – CJM 8002,US,"Vinyl, LP, Album, Mono","""A revolution is unfurling - America's unfinished revolution. It is unfirling in lunch counters, buses, libraries and schools - wherever the dignity and potential of men are denied. Youth and idealism are unfurling. Masses of Negroes are marching onto the stage of history and demanding their freedom now!"" -A Philip Randolph
What this album is saying is that FREEDOM DAY is coming in many places, and those working for it mean to make it stick. In 1937, a Negro who still remembered slavery spoke of what it was like in 1865. ""Hallelujah broke out... Everyboby went wild. We all felt like heroes, and nobody had make us that way but ourselves."" It's happening again.

Recorded: Nola Penthouse Sound Studio, New York, August 31rd and September 6, 1960",Jazz,Jan 1961,"Afro-Cuban Jazz, Hard Bop","Rated 4.72 of 53 votes (296 have, 869 want)",Very Good (VG),Sleeve: Good (G),95.0%,Nola Recording Studios,nan,$163.40
